userid,dateofbirthid,geoid,gender
30229,01072007,32,2
26137,01052007,29,1
80902,01082006,19,1
977,01072004,45,2
81787,01062006,36,2
1423,01052003,7,1
8173,01042006,58,2
2637,01122006,17,1
118843,01112006,4,1
31845,01092005,35,2
12876,01102006,13,1
1920,01122005,32,1
75566,01062007,15,1
53321,01022006,35,2
104522,01012008,1,2
4253,01112006,52,2
21984,01062008,70,2
93782,01122005,27,1
49215,01042007,17,1
18886,01082004,64,1
113018,01122003,69,1
5421,01112003,41,1
92496,01122003,14,1
63858,01122003,35,2
12787,01082004,25,2
50880,01092003,39,1
64190,01042004,20,2
21816,01042004,36,1
8489,01062004,70,1
103595,01082004,27,2
31513,01082004,66,1
80510,01082004,3,1
56179,01082004,72,2
27761,01112003,60,2
69235,01062004,34,1
3758,01072004,43,2
63376,01082006,31,1
69369,01072004,25,2
56293,01012004,55,2
102208,01072004,22,1
112175,01032004,29,1
59914,01022004,66,1
3044,01112003,9,1
36694,01012004,14,2
2365,01112005,55,2
80056,01102004,6,1
116251,01082004,1,1
9081,01122004,55,1
50189,01012005,12,2
6698,01112003,36,1
15787,01102006,43,2
25111,01122007,7,2
39515,01062008,13,2
108498,01022007,34,1
45944,01022008,29,2
10646,01062007,56,2
48936,01092006,70,2
62052,01032008,58,2
115359,01072007,40,2
17161,01082008,51,2
56339,01102003,50,2
21876,01022006,30,2
15409,01092004,22,2
29525,01092003,63,1
99512,01052004,1,2
19503,01042004,6,1
52265,01102006,1,2
118250,01062007,30,2
90510,01062007,70,1
93539,01122007,42,2
61558,01022007,10,2
84445,01062004,42,1
103955,01082006,28,2
40065,01022004,43,2
12264,01102007,1,1
14849,01062008,25,2
45834,01042007,40,2
23366,01102005,43,1
40875,01092006,33,2
58022,01082006,34,2
32320,01052006,52,1
53062,01122005,17,1
77279,01072006,41,1
65857,01042004,57,1
33746,01082008,30,2
4024,01032008,57,1
106930,01092007,23,1
38021,01122007,41,1
20388,01122007,62,1
49728,01042007,22,2
5782,01042006,3,2
44564,01042007,28,2
72774,01012007,18,2
95834,01042007,24,2
80213,01062007,64,1
29806,01112006,60,1
94600,01062008,56,2
90600,01122007,8,1
35231,01092006,8,1
29954,01052007,55,1
27796,01062007,3,2
86979,01052007,17,1
47224,01042007,26,2
80517,01082007,39,2
51945,01052007,52,2
8332,01122006,27,1
48038,01062008,25,2
102543,01122006,58,1
72755,01122006,19,2
20584,01092006,38,1
15796,01032007,38,1
83679,01112006,43,1
5086,01042007,32,1
50858,01012008,6,2
21588,01032007,74,2
46784,01062007,32,2
56108,01102007,48,1
25226,01082008,10,2
34870,01012010,75,2
62245,01092009,34,2
21803,01112009,56,2
1633,01122009,26,2
86481,01082005,9,1
22071,01122004,26,2
82470,01092003,51,2
74766,01102003,29,1
118509,01012004,17,2
50424,01042006,10,2
87465,01022004,29,1
37317,01042004,23,1
61227,01042006,70,2
83951,01112005,15,1
20580,01012006,75,2
66080,01072004,17,2
101964,01072008,1,2
79303,01032006,2,1
4279,01072006,62,1
105393,01032007,44,2
13133,01052004,62,2
63579,01062007,9,2
81063,01042003,13,2
95678,01012007,10,2
73027,01062007,13,2
33969,01062007,5,1
117003,01112006,53,2
80816,01042007,28,1
15944,01032008,15,2
57668,01072007,24,2
5878,01072007,16,2
113270,01032007,34,1
23507,01072008,69,2
44605,01102006,6,1
8113,01012007,53,1
12368,01022003,41,2
14767,01012008,32,2
110038,01022007,15,2
69109,01052007,67,1
106086,01072007,60,1
65481,01062007,10,1
38204,01072007,71,1
28695,01032007,44,1
107848,01042007,7,1
28400,01102006,32,2
9615,01032007,21,2
81678,01112006,47,1
25504,01072007,6,2
45019,01102006,33,1
113015,01112006,35,1
42925,01082007,23,1
35006,01022007,39,2
25089,01042007,36,2
68131,01102006,23,2
14663,01082007,53,2
22930,01062007,4,2
99507,01052007,69,1
49093,01092006,53,1
10481,01122006,30,2
58736,01052007,74,2
51513,01082007,53,2
114787,01092006,22,2
15784,01092006,68,2
67110,01012007,50,1
79944,01042007,26,2
54802,01032007,52,1
65676,01052007,55,2
101085,01082007,71,1
68769,01102006,12,1
29505,01122006,39,1
59624,01022007,21,2
32124,01102006,62,1
48215,01072007,55,1
35603,01052007,51,2
11007,01052007,68,1
73174,01022005,29,2
2168,01062008,26,2
36334,01062004,5,1
64571,01072004,36,2
118031,01112007,27,1
77293,01102003,6,1
64098,01072004,1,1
116185,01112006,40,1
82999,01022007,19,1
44618,01012008,65,2
97806,01062010,58,2
102197,01082010,15,1
105601,01072010,8,1
46542,01042010,17,2
105361,01092009,1,2
99963,01102009,32,2
99173,01072010,14,2
20663,01052010,53,1
71245,01122009,44,2
87455,01112009,6,2
52020,01082010,66,1
74246,01092009,69,1
106232,01042010,44,1
86002,01102010,69,1
6932,01092010,24,2
90071,01082012,66,2
13521,01102010,68,2
111004,01052011,60,2
112765,01072012,43,2
8532,01122011,13,2
82176,01122009,18,2
91568,01042011,30,2
111715,01092011,4,1
45882,01112010,67,2
3394,01042011,26,2
23749,01022010,59,2
15824,01042010,43,2
47333,01122009,15,2
42636,01092006,52,2
112920,01072011,19,1
33844,01082004,11,2
49976,01062009,53,2
47301,01112009,10,2
69791,01042010,9,2
96592,01042010,67,1
87647,01092011,33,1
32947,01102009,43,1
88881,01052012,13,1
78169,01112010,47,2
32254,01012007,27,2
85371,01022011,55,1
87590,01042010,40,2
26974,01102010,57,1
59785,01052011,58,1
88948,01052012,11,1
70109,01062010,49,2
5953,01042010,25,2
43989,01112011,5,1
61831,01092010,28,2
82887,01032012,30,1
112657,01022004,70,2
277,01102003,56,2
109790,01062004,76,2
35597,01092003,74,2
81661,01102003,16,1
63716,01072004,28,1
100481,01122003,11,2
24272,01042004,11,2
22965,01082004,2,2
30374,01042004,44,2
117770,01032004,33,2
34653,01022004,15,2
31270,01072004,70,2
63263,01102003,18,1
42072,01012004,25,1
88292,01092003,11,1
51443,01012004,54,1
11637,01092003,39,1
39926,01062004,32,1
77595,01082004,9,1
60667,01012004,10,2
44992,01022004,1,2
33147,01112004,17,1
51196,01062005,64,2
16418,01092004,1,2
81084,01072005,16,1
42922,01102004,25,2
16939,01072004,30,1
7386,01092003,44,2
41783,01042004,28,1
57367,01032004,2,2
57332,01032005,5,2
73001,01052005,23,2
105017,01072005,25,1
78419,01122004,33,1
38733,01122003,66,1
38337,01072005,13,2
35810,01032004,25,2
24381,01102004,3,2
15993,01032005,43,1
65921,01012005,25,1
76431,01032004,57,1
111137,01102004,14,2
3538,01062005,51,2
5023,01102004,40,1
42203,01022004,64,1
95131,01122003,13,1
84123,01062005,35,1
109777,01072005,58,1
18784,01102004,62,2
1222,01052004,22,1
39790,01122003,58,1
6777,01022005,49,1
115476,01112004,22,2
49707,01022004,41,1
75057,01092004,42,2
28572,01062005,29,1
11634,01022005,13,1
23534,01052004,28,2
93507,01102003,47,2
95848,01082004,15,2
74326,01122003,26,1
98481,01102003,20,2
59145,01072004,51,2
73368,01072004,19,1
99769,01102003,39,1
28927,01052004,51,2
35736,01102003,38,2
50906,01032004,10,1
73298,01012005,32,1
48642,01042003,17,2
60566,01042005,34,1
16136,01042005,58,2
15301,01012004,39,1
25108,01052005,57,1
109245,01102004,23,2
41333,01012005,43,1
71999,01112004,1,1
64901,01062005,13,2
30501,01062004,48,2
46877,01062004,43,2
94452,01052004,41,2
33859,01102004,1,1
72421,01092004,2,1
50739,01012005,50,1
72871,01052004,19,2
34895,01072004,50,2
111722,01122003,40,1
110247,01022004,32,1
21220,01082004,29,1
17983,01072004,51,2
12161,01052004,62,1
69997,01032004,18,2
3349,01112004,32,1
58738,01082004,74,2
79525,01122003,25,1
39554,01042005,21,1
63392,01032005,5,1
8884,01092004,66,2
101427,01122003,5,1
88203,01022004,38,1
70,01072004,22,2
69638,01022004,69,2
10456,01052005,44,2
115245,01072004,25,2
67289,01012005,49,1
33689,01112003,70,1
75071,01042005,70,1
79474,01022005,24,2
82255,01052005,16,1
100748,01072004,21,1
55917,01122004,64,1
73497,01082004,8,1
65017,01072005,52,1
11464,01092004,6,1
49822,01112003,55,1
115604,01012004,26,1
85647,01022005,5,1
68613,01042005,51,2
2150,01052005,62,2
110363,01042004,70,2
544,01082004,35,1
27276,01072004,37,1
35235,01112003,28,2
68585,01122003,34,1
94079,01052005,3,2
67667,01072004,29,2
43579,01072005,27,1
114008,01032005,49,2
1415,01092004,29,2
115617,01092003,41,1
3365,01122003,57,2
32338,01032005,25,1
50747,01112003,4,1
41996,01112004,33,1
81,01052004,5,1
107266,01082004,22,1
61957,01112003,40,1
32150,01062005,23,2
52902,01072004,8,1
85152,01092003,8,1
42416,01122003,74,1
113214,01092004,17,1
7328,01052004,23,1
54370,01102003,48,1
85537,01052004,23,2
35356,01122003,39,1
80668,01062004,69,2
84584,01112003,26,2
98329,01052004,36,2
97586,01022005,69,2
32700,01022005,41,2
87271,01092003,49,1
14836,01012005,26,1
17377,01052004,71,2
96672,01072004,40,1
114407,01032004,40,2
118893,01012004,25,1
45775,01082004,17,2
98679,01012005,56,2
102532,01082005,1,1
54574,01102003,34,1
68593,01112003,35,1
81466,01102004,14,2
66275,01032004,34,2
68866,01062004,40,1
85612,01032005,8,2
62323,01112004,13,1
47540,01122003,62,2
99378,01092003,48,2
28581,01052004,2,1
99558,01092003,33,1
56443,01112004,32,1
14906,01102003,13,1
80633,01092003,8,2
39192,01012004,40,2
33747,01102003,66,1
26725,01012004,26,2
16974,01082004,52,1
82954,01072005,15,2
72807,01102003,30,2
66426,01072005,46,2
113612,01122004,34,2
14944,01122003,58,1
107755,01092003,62,2
92335,01102003,49,1
15213,01102003,34,1
112985,01112003,64,1
70195,01082004,58,2
60046,01032004,24,1
64481,01112003,1,1
25135,01102003,27,2
93118,01012004,17,1
103052,01092003,33,2
25061,01112003,8,2
4143,01122003,52,1
58282,01052004,10,2
36185,01012005,55,2
60432,01092003,17,2
53913,01022005,51,2
72995,01122004,53,1
103464,01032004,19,2
39744,01122004,32,1
74713,01072005,70,2
117417,01072004,8,1
89642,01112003,35,1
83070,01042005,10,2
63764,01062005,69,1
115595,01112004,33,2
90971,01052004,34,1
18200,01102003,17,1
99670,01022004,26,2
19114,01052005,27,2
78867,01032004,64,1
116621,01052005,62,1
49897,01052003,55,2
23525,01062004,69,1
38635,01052005,33,2
49345,01082006,14,1
42424,01102003,30,2
44614,01022004,55,1
113877,01102003,3,2
64847,01082004,44,1
49921,01062005,13,2
31460,01012004,14,1
53044,01052005,24,1
53928,01022004,35,2
65108,01072005,70,2
87327,01032005,29,1
25302,01112003,60,2
65160,01122003,27,2
29930,01032006,40,2
86510,01122004,7,1
40131,01082004,62,2
82465,01032004,17,1
73804,01122004,5,1
100812,01072004,4,2
42409,01022004,58,2
491,01102003,64,1
37518,01032004,49,2
31220,01042004,25,1
45443,01022004,1,2
98351,01012004,26,2
5216,01122003,33,2
86179,01062004,8,2
107286,01112003,15,2
30043,01112003,11,1
3270,01062004,34,2
74457,01032004,2,2
5576,01082004,15,2
14753,01022004,4,1
16239,01082004,41,1
25127,01032004,39,2
67343,01012005,14,1
42358,01092003,35,1
75636,01072004,31,1
73799,01082004,10,2
95165,01122004,34,2
16877,01012004,10,2
70023,01032004,43,2
92859,01072005,35,2
112470,01042004,3,2
116257,01072005,43,1
91920,01102003,10,1
43617,01122003,26,2
71398,01072004,43,2
72298,01062004,5,1
34855,01122003,13,1
80175,01072004,74,1
44741,01042004,40,1
6061,01122003,25,1
24249,01102003,62,1
54047,01122002,33,1
93495,01052004,43,2
87053,01092004,69,1
48515,01062005,36,1
19453,01072004,22,2
83195,01072005,29,2
64514,01062005,43,1
50076,01042005,43,2
111898,01092003,33,2
52726,01072004,37,2
106753,01102003,61,1
41514,01052004,11,1
20239,01102003,6,1
96937,01042004,45,2
66654,01112003,14,2
97246,01082004,22,2
50467,01072004,61,2
100369,01012004,36,1
31753,01112003,61,1
41464,01052003,26,2
39783,01062006,11,1
96450,01062006,60,2
116744,01032004,62,1
41589,01072005,26,1
111921,01062004,71,2
26760,01092003,6,2
30906,01122003,10,1
43437,01032005,32,2
103274,01122004,48,1
85481,01052004,23,1
96338,01022004,20,2
35788,01112003,25,1
83747,01062005,47,1
80357,01082003,76,2
95956,01062005,39,1
58201,01012004,43,2
2589,01122004,26,1
43932,01092004,66,2
107004,01062004,58,2
3677,01072004,48,1
63301,01082004,26,1
59895,01082004,21,1
36332,01012005,13,2
25439,01062004,14,2
68746,01052005,13,2
41327,01062004,55,1
23850,01012005,52,1
53199,01062005,1,1
41048,01072005,35,1
96663,01072004,53,2
112552,01072004,14,2
37548,01122003,43,2
112915,01072004,33,2
43345,01072004,13,1
5527,01122003,19,1
38048,01092003,41,1
114410,01022004,19,1
29123,01082004,5,2
84898,01052003,2,2
71368,01122002,52,2
36769,01052005,5,2
96380,01082004,68,2
97508,01092003,43,2
99773,01082004,2,2
42448,01102003,66,2
27904,01122004,10,1
26165,01022004,21,2
93594,01102004,51,2
71522,01072004,14,2
90690,01052004,29,2
29639,01102003,34,1
43365,01012003,35,1
70830,01052004,41,1
13421,01042004,33,2
29407,01092004,32,1
55023,01052004,15,2
71707,01012004,52,1
15761,01012005,38,1
43552,01052006,53,1
111108,01032004,36,2
96684,01052004,17,1
25924,01092003,51,1
36101,01082005,33,1
88917,01022004,17,2
63363,01122003,63,1
3807,01122002,15,2
43568,01032004,14,2
55832,01052004,40,1
29705,01042004,32,2
96677,01082005,10,1
60135,01122003,60,1
48415,01102003,58,2
2585,01092003,27,2
117720,01052004,64,1
67735,01012004,53,2
68210,01012004,42,2
34721,01042006,69,2
1760,01112005,6,2
60242,01012006,31,1
69406,01112003,52,2
3568,01032006,22,2
5449,01012004,14,1
5526,01062004,17,1
16301,01042004,29,1
48117,01012004,3,2
90108,01062004,13,1
107539,01032004,10,2
92855,01022004,70,1
5350,01052004,29,2
65046,01022004,63,1
92516,01032004,17,1
79522,01052004,76,1
64023,01012004,14,2
106396,01082004,18,2
77071,01052005,48,1
66579,01112004,15,2
66691,01072004,15,2
83836,01032004,48,2
38943,01062004,75,2
69716,01122003,40,2
82778,01092004,22,2
2503,01022004,3,1
86258,01112004,21,1
72655,01012003,51,2
21980,01122004,53,1
38789,01032005,56,1
105417,01042005,30,1
6727,01092003,60,1
88753,01022003,28,1
83101,01072005,19,1
87605,01062004,32,1
46631,01072003,19,1
100144,01082005,32,2
62251,01022004,17,1
34500,01082005,10,1
6963,01112002,4,1
75515,01102004,5,1
86065,01102001,22,2
108996,01082005,7,1
19724,01012005,67,1
46443,01122003,44,1
60288,01022003,70,2
21797,01082004,39,1
2032,01122004,58,2
9650,01122003,57,1
72677,01032005,35,1
80092,01082005,51,1
80524,01022004,34,2
58076,01112003,39,2
47028,01022005,29,1
25965,01022006,8,1
56205,01022004,64,1
91773,01032004,69,1
55887,01102003,17,2
19628,01062004,57,1
51502,01092004,68,2
109825,01102004,9,1
3289,01052006,45,2
5522,01022005,64,2
69551,01122004,35,1
88448,01062005,35,1
68413,01062004,46,2
100688,01122003,17,1
92099,01042004,24,1
33857,01062006,17,1
37138,01052004,62,2
44857,01022004,37,2
21971,01032004,34,2
108582,01072004,4,2
52194,01102005,35,1
70653,01082004,5,1
11105,01022004,43,1
2521,01102003,6,1
100593,01032004,8,1
2267,01082004,16,1
118195,01042004,27,2
37961,01082005,35,2
948,01112005,33,1
41499,01102005,17,1
59390,01062005,27,1
88796,01092005,4,1
63884,01062006,70,2
100706,01082006,3,2
15418,01092004,33,1
22525,01122005,32,1
48252,01082006,52,1
104050,01092005,27,1
42229,01102005,48,2
41001,01082004,23,2
104544,01012005,41,1
101684,01062005,13,2
48254,01022004,44,2
86279,01072004,55,2
48423,01032004,35,2
104872,01112003,2,1
112526,01112004,52,2
8431,01072004,29,2
32274,01072004,19,2
37422,01052004,55,1
9807,01052004,1,2
3603,01032004,17,1
47918,01022004,40,1
3278,01102003,23,1
817,01022004,36,1
30364,01082005,44,2
113432,01042005,24,2
46446,01032005,61,2
47422,01072004,33,2
52432,01062004,39,1
66538,01032004,12,2
66526,01072003,42,2
23841,01062005,17,1
88099,01112003,39,1
71306,01062004,15,1
30029,01052004,33,1
23342,01032005,71,2
71598,01112004,21,2
65028,01102003,1,2
3334,01032004,40,2
13404,01122003,62,1
69087,01072004,34,1
19434,01022006,53,2
98828,01122003,10,1
86131,01042004,11,2
73000,01062005,31,2
19246,01092004,51,2
92760,01012004,36,2
97353,01092004,57,2
44120,01012005,5,1
17618,01082005,36,2
101713,01062004,2,1
55799,01112003,43,1
49448,01042004,71,2
102634,01122004,62,2
111392,01112003,70,2
59583,01042005,52,2
19957,01102004,33,2
18370,01022005,15,1
100859,01042005,1,1
70946,01082005,53,1
48301,01062003,11,2
16383,01092003,39,2
49148,01072005,19,2
21197,01092005,39,1
3952,01072005,62,2
115453,01012005,67,1
79840,01092003,10,1
17165,01012005,56,2
10605,01072005,26,1
61413,01042004,10,1
84705,01092003,27,2
47260,01072004,1,1
114118,01032004,21,1
97640,01092003,53,2
93652,01122003,10,1
70415,01092003,21,2
81979,01012005,15,2
72054,01102004,58,2
74602,01102003,33,1
106246,01012004,26,2
42181,01072004,67,1
118381,01062004,16,2
115887,01102003,29,2
75977,01032004,67,1
101388,01112003,10,1
115916,01102003,25,1
108899,01072004,40,1
60759,01102003,39,1
50774,01062004,29,1
45148,01032004,51,1
78746,01022004,11,1
53386,01082004,40,2
109459,01062004,42,1
106318,01082003,17,1
29657,01022004,20,2
2420,01072004,49,1
2872,01112003,1,1
94483,01022008,17,1
45903,01092006,28,1
19940,01032005,26,1
74051,01032005,44,1
10502,01092004,29,1
109517,01022005,66,1
44843,01042004,25,2
63334,01102003,9,1
9343,01092003,5,1
5914,01102003,5,2
7074,01082004,9,2
60959,01082005,4,2
81536,01102003,23,2
91951,01112004,55,1
104396,01112003,25,1
52629,01022004,13,1
40222,01082005,15,1
86453,01112003,69,1
59513,01082004,33,1
9338,01052003,22,1
36305,01052004,32,1
92064,01102003,1,1
104997,01042003,10,1
90241,01082005,34,1
115060,01092003,40,1
57239,01072005,15,2
78037,01042005,13,2
56050,01102003,47,1
103238,01052004,53,2
13294,01122003,10,2
82116,01102003,3,2
69653,01102003,55,1
114169,01062004,16,2
17609,01092003,32,1
57039,01102003,59,1
111375,01032004,35,2
74527,01032004,41,2
87186,01082004,43,1
13324,01102005,49,2
30014,01092003,6,1
100176,01112004,7,2
13385,01122003,15,2
38921,01032004,57,1
50669,01082003,55,2
77380,01102003,49,2
3354,01052004,49,2
88612,01012004,52,2
61851,01072004,61,1
107063,01112002,25,2
55855,01042004,30,1
30147,01072004,75,1
49228,01062004,27,1
53697,01102003,51,1
69660,01062004,53,2
4771,01122003,53,1
4186,01032004,56,1
114382,01042003,35,1
99385,01032004,25,2
82086,01122003,15,2
115065,01012003,17,1
79600,01112004,11,2
115779,01052004,30,2
26028,01072004,68,2
75421,01022003,26,2
14675,01062003,35,1
74624,01122002,12,2
6375,01072005,39,1
98681,01052004,70,1
46046,01062004,10,2
117331,01102004,20,2
58854,01032004,69,1
46863,01022003,26,1
22143,01112003,9,2
92384,01062004,25,1
98293,01052004,52,2
80396,01122003,69,1
31559,01072004,62,2
12991,01072004,3,1
33846,01052005,56,1
95785,01102003,44,1
108376,01062004,22,2
20150,01062004,3,1
100257,01012004,67,1
87683,01032004,39,2
104951,01062004,42,1
101342,01122003,17,2
72495,01012004,19,2
98260,01122003,2,1
56574,01072004,22,1
54544,01112003,68,1
50090,01012004,58,1
14307,01062004,58,1
96415,01072004,58,2
91815,01012003,14,1
107080,01092003,11,2
73149,01102002,72,1
2782,01122003,11,1
39946,01122003,51,1
35666,01072004,19,1
4662,01112003,17,2
48224,01012004,32,1
30626,01042003,55,2
66122,01022004,13,1
22589,01042004,52,2
35251,01072004,73,2
61492,01062006,39,2
115556,01122004,30,2
42068,01112007,44,2
14785,01122003,23,1
99012,01112003,62,2
5498,01082006,19,2
114515,01102003,64,1
292,01072003,10,1
88880,01022004,66,1
118098,01082004,51,2
28419,01022004,25,1
35118,01092004,28,1
80488,01082005,30,2
74535,01122003,62,1
85502,01012004,42,1
34496,01122003,47,2
117064,01112003,65,2
16916,01052004,11,1
45378,01032007,64,2
33284,01062004,19,1
41968,01022004,49,2
13243,01052005,30,2
112781,01042004,48,2
112250,01122004,17,1
16168,01112003,43,1
24999,01042004,50,2
116701,01072005,33,2
3142,01122003,36,1
52573,01052005,13,2
109109,01092003,33,1
56982,01012004,22,1
104037,01072004,33,2
59154,01112004,22,1
112712,01062005,48,2
34289,01122004,10,2
77316,01022004,21,2
110782,01092003,12,1
68599,01092004,17,2
118449,01112004,24,1
96878,01062004,30,1
102125,01072004,11,1
67277,01092004,4,1
41165,01082005,20,2
108445,01032004,22,1
48613,01032004,51,1
72767,01102003,22,1
13577,01042005,44,2
43255,01122003,15,2
89595,01012004,43,2
97503,01082003,52,1
85515,01102003,13,1
83584,01092004,72,1
5619,01022004,15,2
33398,01052005,5,2
69416,01062004,26,1
117977,01022004,14,1
18672,01102003,29,1
30011,01012004,32,1
41328,01052004,67,1
40258,01022004,25,2
36486,01072005,63,1
38621,01072005,73,1
27639,01052004,24,2
49747,01062004,10,1
93998,01022004,29,1
83740,01032004,18,2
111694,01092002,74,2
3918,01092003,62,1
97592,01042004,10,2
115078,01102005,8,1
44545,01112005,43,1
50585,01122006,5,1
60466,01072007,36,2
72737,01112006,35,2
98239,01022005,63,2
738,01112003,26,2
98571,01102003,40,2
35389,01082004,21,2
80574,01102002,4,2
13618,01122002,29,1
107835,01022004,13,1
108319,01112003,17,1
90322,01122004,39,2
110017,01032004,69,1
95641,01032004,55,2
101845,01102003,34,2
79194,01072004,31,1
74296,01092003,48,2
82810,01102004,49,2
98804,01042004,13,1
65353,01092004,57,2
94221,01112004,26,1
59983,01102003,39,1
28187,01112004,6,1
55007,01112003,61,1
42940,01022004,47,1
44546,01082006,3,1
52954,01062004,14,2
86112,01012004,14,1
53195,01122003,49,2
51118,01072004,63,1
41008,01062004,14,1
36900,01052005,1,1
112265,01072004,21,2
25043,01122003,38,1
54966,01042007,49,2
51669,01122003,48,1
81924,01022003,69,2
72619,01032004,64,1
11069,01092003,32,1
5011,01082004,8,1
89052,01012004,34,2
47007,01032004,23,1
27821,01052004,4,2
14718,01072004,66,1
112118,01022004,13,1
83321,01102003,33,2
93335,01112004,13,2
33907,01072004,67,2
101861,01022004,29,2
44979,01092003,16,2
41276,01082006,45,1
3617,01072004,3,2
73821,01072004,52,1
80025,01032006,22,2
31303,01102003,20,2
32111,01012004,5,1
3021,01062004,40,1
9508,01052004,70,1
73273,01072004,55,2
100963,01102007,31,2
27117,01062008,67,1
71270,01012004,5,2
91655,01042004,5,2
71511,01012004,29,1
54166,01082005,22,1
18005,01012004,44,2
102221,01072004,29,1
91340,01112003,25,1
27392,01072004,58,1
69781,01122003,29,2
82799,01012004,64,2
23245,01122004,47,2
116725,01062004,36,2
33043,01102003,55,2
100704,01112003,51,1
35997,01072004,55,1
83902,01022004,55,1
16395,01012006,35,2
21562,01042004,17,2
81820,01032004,11,2
60323,01052004,31,2
53902,01102002,23,1
351,01022005,35,2
105930,01062004,2,2
34204,01122003,24,2
62582,01042004,26,2
15637,01052005,64,2
45907,01082004,64,2
11804,01082004,26,2
21558,01042004,14,1
36133,01062004,27,1
2272,01112003,50,1
45899,01122003,67,1
65718,01012004,36,1
70817,01042005,27,1
53753,01072005,47,1
74687,01052004,21,2
111606,01092005,35,1
27238,01012007,54,1
100010,01072005,43,1
65979,01052004,30,2
35932,01042004,15,1
67469,01062004,10,2
17731,01112005,67,1
79963,01042005,35,2
36477,01052005,39,1
84913,01012005,16,1
101225,01102003,14,1
44555,01112003,58,1
41642,01082005,15,2
39614,01032005,8,1
111055,01102003,23,1
27839,01072004,14,1
23481,01122003,26,2
72647,01052004,47,2
30772,01062004,49,2
89639,01122003,17,2
30679,01092002,14,2
66697,01102004,46,1
83163,01052004,53,2
46575,01092003,22,1
38055,01072005,8,1
8060,01052004,50,2
14831,01012008,33,1
114347,01092003,25,1
90603,01032004,35,2
87421,01102004,1,1
73256,01082005,47,2
32098,01102003,52,2
7364,01092003,46,2
53643,01022004,8,1
4414,01122002,17,1
94561,01102003,41,1
87021,01082006,39,2
14502,01122003,12,1
81506,01052004,26,2
107684,01032004,69,2
56138,01072004,7,2
62362,01022004,26,2
100762,01012004,5,2
84210,01102003,21,2
42065,01062004,39,2
47189,01052004,4,1
83488,01102003,64,2
64999,01022003,39,1
68420,01032004,40,1
101057,01032008,31,1
57414,01112007,15,1
76281,01062008,39,2
72642,01042008,10,1
109394,01072008,36,1
93400,01052007,67,1
109460,01102007,64,1
43667,01122007,33,1
60709,01072007,16,2
15519,01012008,15,2
18643,01122007,22,2
99226,01012006,48,2
22122,01032007,8,1
34901,01082008,46,2
56158,01022007,53,2
26641,01082008,15,1
17687,01072007,1,1
113836,01092007,23,1
21582,01012008,73,1
22987,01022007,11,2
62769,01052007,26,2
29925,01042007,64,1
109062,01092007,14,2
53113,01092006,40,1
111495,01042007,26,2
87567,01112007,25,1
42070,01032008,48,1
92996,01072008,5,1
18512,01032006,10,1
28492,01062008,15,2
103183,01092007,8,2
56000,01062006,26,1
81754,01102007,20,2
45315,01032008,21,2
112122,01112007,36,1
17958,01052008,56,1
28059,01122007,5,2
15295,01062008,32,1
57431,01012008,12,2
4694,01102006,1,2
58385,01062007,64,2
111950,01082007,31,1
116349,01112006,27,1
99819,01032008,17,1
64825,01122007,71,2
89493,01022008,68,1
9027,01012008,51,1
110945,01012007,14,2
57950,01062007,33,2
17392,01122006,2,2
91714,01052008,75,2
71506,01112007,17,1
15436,01012008,38,2
101185,01102007,4,2
76334,01092007,64,2
45710,01112006,8,1
2533,01032008,21,2
86914,01112006,40,1
53426,01042008,19,2
51269,01102006,45,2
53614,01112006,22,2
48308,01062007,19,1
31530,01112007,16,2
52654,01092005,33,2
54090,01062006,7,2
115278,01052006,36,2
69042,01052008,28,1
66518,01122005,49,2
98812,01102007,33,2
1514,01072008,56,2
83698,01102007,35,2
44626,01092007,19,2
102991,01032008,6,1
50072,01052008,27,2
106173,01112007,22,1
13584,01012008,12,2
101616,01092007,23,2
66927,01062008,39,1
87284,01102007,26,2
45214,01022008,9,2
50130,01092005,57,2
26185,01112006,7,2
17982,01012008,74,2
70600,01062007,71,2
37946,01112006,21,1
113923,01102006,71,1
43765,01052007,26,2
82411,01112006,63,2
43844,01122006,14,1
67634,01122007,22,1
7339,01032007,4,2
46569,01082008,28,2
68552,01052007,49,2
47873,01112006,49,1
3014,01072007,41,1
103873,01062007,44,2
50963,01012006,36,2
42086,01022008,76,2
44908,01012008,42,1
11356,01072008,67,1
88739,01092006,60,1
66031,01112006,62,1
117377,01122007,33,1
93229,01092006,68,1
41470,01092006,57,1
24416,01112003,22,1
48648,01112005,53,1
2967,01082008,41,1
80911,01102007,33,2
47830,01012008,57,2
74807,01092007,26,1
118041,01092006,26,1
64897,01042006,4,1
79366,01012007,16,2
116403,01062008,14,1
13862,01102007,39,2
71265,01052008,27,1
83781,01102007,5,1
18510,01032007,43,1
51478,01112007,41,1
95068,01052008,16,2
55107,01112007,8,2
117898,01112007,32,1
79731,01072004,63,1
40302,01052008,26,2
20367,01092007,34,1
54456,01062008,10,1
49730,01102006,15,2
87852,01092006,60,2
9627,01072006,41,1
77759,01092005,4,1
68343,01092006,51,2
59589,01072006,28,2
61007,01122007,25,1
41803,01092006,40,1
30308,01042006,27,1
81542,01072006,26,1
9497,01122006,76,2
23458,01062007,66,2
35879,01032008,24,2
111696,01092006,20,1
6054,01112005,41,2
825,01092005,34,1
64403,01072008,28,1
9814,01022008,58,1
47331,01082007,26,1
13105,01122007,32,1
59101,01122007,15,1
